rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.57,28.24,-20.69,176.5,1,q1_q17_dr25_tce,6273,170,-170,4.129,0.204,-0.136,1.493,0.341,-0.375,295.26349,46.148022,12.385
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.38,4.44,-2.93,34.8,2,q1_q17_dr25_tce,4955,100,-100,4.61,0.018,-0.046,0.721,0.047,-0.029,288.53867,40.61615,15.565
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45,1.25,-0.82,28.9,4,q1_q17_dr25_tce,4955,100,-100,4.61,0.018,-0.046,0.721,0.047,-0.029,288.53867,40.61615,15.565
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698.88,1302.27,-446.95,34.2,1,q1_q17_dr25_tce,5708,189,-189,4.578,0.04,-0.16,0.795,0.195,-0.065,297.50385,40.342972,15.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.57,7.64,-5.4,36.8,1,q1_q17_dr25_tce,4802,129,-144,4.616,0.032,-0.048,0.699,0.068,-0.051,283.12964,43.888241,15.587
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.47,272.24,-87.75,57.4,1,q1_q17_dr25_tce,6108,193,-236,4.466,0.056,-0.224,1.03,0.341,-0.114,284.96304,43.91301,15.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.67,58.79,-20.24,19.5,1,q1_q17_dr25_tce,5705,152,-186,4.556,0.034,-0.195,0.844,0.233,-0.078,290.25964,45.388409,15.152
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,716.65,352.04,-269.03,27.7,1,q1_q17_dr25_tce,6056,121,-133,4.217,0.143,-0.117,1.381,0.24,-0.24,290.59207,45.737141,13.298
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.14,3.48,-3.04,17.9,1,q1_q17_dr25_tce,5246,84,-73,4.47,0.078,-0.052,0.891,0.066,-0.072,290.98331,45.973301,15.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.11,106.08,-60.69,22.4,1,q1_q17_dr25_tce,5068,179,-179,4.608,0.028,-0.077,0.743,0.096,-0.059,299.05127,47.94928,15.759
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.65,358.67,-64.07,5.4,,,6273,153,-193,4.364,0.08,-0.325,1.139,0.659,-0.133,297.90045,48.0947,13.538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.84,10.18,-8.61,102.8,1,q1_q17_dr25_tce,4976,136,-136,4.577,0.071,-0.044,0.701,0.065,-0.072,286.0528,50.256592,15.303
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.58,81.27,-28.44,742.2,1,q1_q17_dr25_tce,5465,164,-164,4.566,0.038,-0.152,0.817,0.188,-0.063,296.66086,43.816441,15.981
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10631.01,6296.13,-6035.27,57.6,1,q1_q17_dr25_tce,3626,79,-79,0.684,0.276,-0.184,97.41,20.32,-30.479,299.60202,43.695995,10.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,0.95,-0.68,277.2,1,q1_q17_dr25_tce,5286,174,-158,4.627,0.07,-0.045,0.636,0.054,-0.049,296.0882,47.142891,15.678
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.54,114.26,-67.34,1955.1,1,q1_q17_dr25_tce,5972,72,-84,4.313,0.095,-0.116,1.237,0.209,-0.139,282.62967,46.32336,13.435
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1066.37,411.01,-245.04,35.1,1,q1_q17_dr25_tce,4932,134,-149,4.618,0.025,-0.065,0.718,0.083,-0.048,295.08423,50.114609,15.929
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.56,456.93,-144.14,36.7,1,q1_q17_dr25_tce,5743,154,-171,4.553,0.035,-0.196,0.853,0.246,-0.077,295.41745,43.60564,15.106
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.83,32.66,-15.54,34.5,1,q1_q17_dr25_tce,5237,157,-157,4.572,0.028,-0.112,0.826,0.124,-0.057,286.88751,50.377071,14.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.88,37.74,-29.38,71.7,1,q1_q17_dr25_tce,6325,113,-138,4.188,0.125,-0.125,1.518,0.271,-0.271,291.64676,41.884659,13.432
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4875.01,4150.09,-1450.05,65.9,1,q1_q17_dr25_tce,6258,169,-206,4.449,0.05,-0.2,1.031,0.299,-0.107,296.98853,46.596882,14.613
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.85,360.82,-119.01,123.3,1,q1_q17_dr25_tce,5907,158,-175,4.519,0.062,-0.188,0.878,0.248,-0.083,295.6713,40.59906,14.041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.77,519.39,-167.24,47.7,1,q1_q17_dr25_tce,5955,187,-208,4.534,0.037,-0.212,0.883,0.271,-0.09,297.82944,40.706779,15.148
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.12,152.65,-47.64,53.1,1,q1_q17_dr25_tce,6170,196,-240,4.472,0.054,-0.216,0.992,0.327,-0.102,288.73407,46.939388,15.439
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.43,35.14,-11.15,123.9,1,q1_q17_dr25_tce,6086,182,-200,4.511,0.052,-0.221,0.921,0.288,-0.096,296.84616,40.138611,14.373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.05,184.99,-58.72,23.7,2,q1_q17_dr25_tce,6086,182,-200,4.511,0.052,-0.221,0.921,0.288,-0.096,296.84616,40.138611,14.373
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.7,110.09,-47.89,15.4,1,q1_q17_dr25_tce,5778,69,-86,4.483,0.03,-0.12,0.968,0.143,-0.057,298.20071,48.267841,14.971
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.66,135.62,-42.85,24.3,1,q1_q17_dr25_tce,6093,180,-217,4.429,0.072,-0.217,1.025,0.345,-0.115,298.11478,48.4944,14.681
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.75,496.27,-239.41,24.3,1,q1_q17_dr25_tce,5749,192,-192,4.436,0.155,-0.17,0.881,0.215,-0.132,297.38153,48.565041,15.399
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.7,69.88,-57.88,15,1,q1_q17_dr25_tce,5017,151,-151,4.516,0.088,-0.088,0.797,0.078,-0.086,298.46579,48.55941,14.293
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.89,137.57,-178.64,560.2,1,q1_q17_dr25_tce,5372,85,-74,3.81,0.232,-0.077,2.344,0.375,-0.749,284.64886,41.015018,14.137
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.24,59.32,-31.32,70.9,1,q1_q17_dr25_tce,5211,181,-163,4.447,0.12,-0.18,0.895,0.186,-0.129,298.60788,46.453678,14.548
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1420.01,873.27,-378.48,27,1,q1_q17_dr25_tce,5532,193,-193,4.607,0.04,-0.12,0.745,0.139,-0.06,298.14053,40.073872,15.747
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,680.79,625.11,-203.01,113.5,1,q1_q17_dr25_tce,6122,165,-201,4.471,0.052,-0.208,0.996,0.312,-0.104,282.96616,48.34507,14.804
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.16,159.28,-102.35,19.8,1,q1_q17_dr25_tce,6050,190,-232,4.137,0.252,-0.168,1.572,0.459,-0.459,299.95721,44.771889,13.964
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.58,84.28,-100.99,22.7,1,q1_q17_dr25_tce,4502,137,-123,4.572,0.056,-0.02,0.728,0.026,-0.062,289.32101,46.134319,15.447
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.94,20.43,-21.29,42.8,1,q1_q17_dr25_tce,4042,72,-88,4.761,0.038,-0.035,0.49,0.03,-0.037,283.13547,43.657051,14.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.41,3.63,-3.79,27.2,2,q1_q17_dr25_tce,4042,72,-88,4.761,0.038,-0.035,0.49,0.03,-0.037,283.13547,43.657051,14.39
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.49,69.62,-22.73,40.6,1,q1_q17_dr25_tce,6325,174,-217,4.409,0.065,-0.208,1.112,0.353,-0.118,296.4032,51.271339,14.829
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.27,19.42,-8.34,62,1,q1_q17_dr25_tce,6026,182,-182,4.411,0.105,-0.195,0.992,0.274,-0.147,294.95685,43.014332,14.683
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.13,3.37,-2.43,230.6,1,q1_q17_dr25_tce,5597,112,-101,3.963,0.054,-0.045,1.699,0.147,-0.123,297.91687,46.96513,14.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.14,1.7,-1.23,36.8,2,q1_q17_dr25_tce,5597,112,-101,3.963,0.054,-0.045,1.699,0.147,-0.123,297.91687,46.96513,14.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.83,178.64,-128.56,17.6,3,q1_q17_dr25_tce,5597,112,-101,3.963,0.054,-0.045,1.699,0.147,-0.123,297.91687,46.96513,14.6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.33,8.77,-4.47,26.4,1,q1_q17_dr25_tce,5286,159,-159,4.59,0.032,-0.104,0.78,0.122,-0.066,296.99191,40.758911,15.952
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.64,36.45,-21.35,69.3,1,q1_q17_dr25_tce,5511,110,,4.426,0.081,-0.099,0.987,0.128,-0.085,297.79514,40.417709,14.072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.33,63.6,-60.79,28.9,1,q1_q17_dr25_tce,5726,114,-103,4.123,0.182,-0.098,1.483,0.23,-0.316,298.29495,48.775459,14.167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.5,22.85,-21.84,17.9,2,q1_q17_dr25_tce,5726,114,-103,4.123,0.182,-0.098,1.483,0.23,-0.316,298.29495,48.775459,14.167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.31,316.95,-100.51,9.8,3,q1_q17_dr24_tce,5900,173,-188,4.363,0.114,-0.25,1.07,0.4,-0.153,298.29495,48.775459,14.167
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.56,2.47,-2.92,15,1,q1_q17_dr25_tce,5229,78,-78,4.441,0.105,-0.042,0.903,0.056,-0.088,284.13263,48.825119,14.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.34,8.66,-5.82,21.2,1,q1_q17_dr25_tce,3871,77,-84,4.744,0.021,-0.053,0.532,0.042,-0.027,284.13287,49.142609,14.963
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.53,116.59,-50.07,30.8,1,q1_q17_dr25_tce,5610,177,-197,4.551,0.038,-0.142,0.858,0.181,-0.078,295.43436,42.166321,15.969
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.86,69.72,-61.83,20.7,1,q1_q17_dr25_tce,5334,79,-79,4.372,0.132,-0.099,1.004,0.118,-0.131,294.94388,39.032059,15.377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.84,37.59,-33.33,12.7,2,q1_q17_dr25_tce,5334,79,-79,4.372,0.132,-0.099,1.004,0.118,-0.131,294.94388,39.032059,15.377
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.77,178.16,-72.89,19.5,1,q1_q17_dr25_tce,6392,157,-246,4.399,0.065,-0.195,1.162,0.345,-0.148,294.14682,39.12706,15.623
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2923.54,2539.45,-842.54,55.6,1,q1_q17_dr25_tce,5985,160,-195,4.519,0.052,-0.208,0.883,0.262,-0.087,298.13391,40.530289,14.996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.71,22.93,-6.96,30.7,1,q1_q17_dr25_tce,5783,157,-175,4.539,0.037,-0.212,0.88,0.278,-0.087,297.3013,43.141891,15.219
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.63,37.18,-40.68,20.2,1,q1_q17_dr25_tce,5157,77,-84,4.445,0.091,-0.049,0.904,0.064,-0.088,283.47818,43.383781,15.369
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.81,9.65,-9.14,41.5,1,q1_q17_dr25_tce,5311,85,-74,4.419,0.111,-0.06,0.948,0.081,-0.099,289.85913,46.522671,14.516
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.85,3.69,-1.89,31.6,1,q1_q17_dr25_tce,5167,82,-82,4.585,0.013,-0.081,0.796,0.066,-0.028,285.2962,46.603439,14.817
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.39,19.64,-13.04,54.4,1,q1_q17_dr25_tce,5706,114,-103,4.382,0.099,-0.11,1.034,0.148,-0.121,298.17722,42.237041,13.182
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.51,26.87,-15.74,51.2,2,q1_q17_dr25_tce,5511,110,0,4.426,0.081,-0.099,0.987,0.128,-0.085,297.79514,40.417709,14.072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.57,202.56,-154.5,2833.1,1,q1_q17_dr25_tce,5561,74,-74,4.411,0.11,-0.09,0.956,0.12,-0.109,292.85574,46.391178,14.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.02,47.96,-14.94,4.5,,,5671,162,-159,4.36,0.118,-0.246,1.084,0.406,-0.157,297.79514,40.417709,14.072
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.53,15.48,-14.77,22.4,1,q1_q17_dr25_tce,4153,83,-91,4.684,0.023,-0.025,0.581,0.027,-0.03,289.29065,51.40889,15.988
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,714.27,551.84,-209.16,36.8,1,q1_q17_dr25_tce,5788,155,-155,4.506,0.072,-0.168,0.856,0.225,-0.096,294.73419,40.86142,14.459
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1466.12,1195.78,-724.22,91.2,1,q1_q17_dr25_tce,7530,209,-314,4.08,0.16,-0.176,1.93,0.532,-0.435,294.83032,46.734348,13.337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.66,45.57,-45.69,39.6,1,q1_q17_dr25_tce,5301,85,-74,4.391,0.13,-0.07,0.977,0.096,-0.128,284.29694,49.15868,15.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.86,12.72,-3.56,19.6,1,q1_q17_dr25_tce,6032,162,-180,4.508,0.052,-0.208,0.929,0.291,-0.078,284.61621,49.190811,14.739
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.01,24.01,-20.76,83.5,1,q1_q17_dr25_tce,3497,62,-55,4.92,0.055,-0.04,0.334,0.039,-0.044,283.79654,49.50399,15.155
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2919.17,1189.69,-929.75,54.4,1,q1_q17_dr25_tce,5499,82,-74,4.323,0.15,-0.1,1.087,0.165,-0.165,284.73145,49.533192,13.757
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.98,11.29,-7.01,15.4,1,q1_q17_dr25_tce,6074,81,-90,4.284,0.103,-0.126,1.292,0.224,-0.163,293.62592,39.50631,15.03
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,464.73,164.49,-93.72,1287.4,1,q1_q17_dr25_tce,5720,77,-77,4.473,0.063,-0.108,0.903,0.12,-0.074,289.43463,49.4734,14.835
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.98,126.59,-43.87,28.2,1,q1_q17_dr25_tce,5729,103,-126,4.514,0.022,-0.127,0.939,0.156,-0.039,298.48282,46.793621,13.297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.66,36.67,-12.71,10.5,2,q1_q17_dr25_tce,5729,103,-126,4.514,0.022,-0.127,0.939,0.156,-0.039,298.48282,46.793621,13.297
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.33,14.22,-7.09,246.6,1,q1_q17_dr25_tce,4920,98,-98,4.62,0.01,-0.059,0.72,0.059,-0.022,287.60559,49.523258,12.231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.27,51.01,-25.41,115.1,2,q1_q17_dr25_tce,4920,98,-98,4.62,0.01,-0.059,0.72,0.059,-0.022,287.60559,49.523258,12.231
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.73,22.11,-9.7,37.1,1,q1_q17_dr25_tce,5833,157,-175,4.407,0.101,-0.188,1.022,0.288,-0.155,295.80658,50.909801,14.264
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.85,113.57,-52.79,22.7,1,q1_q17_dr25_tce,5401,164,-164,4.364,0.153,-0.187,1.05,0.297,-0.183,298.73007,46.688671,14.673
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.53,384.08,-250.18,11.5,1,q1_q17_dr25_tce,5199,171,-155,4.527,0.06,-0.082,0.811,0.1,-0.082,288.92575,39.90155,15.299
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.72,987.17,-979.35,33.3,1,q1_q17_dr25_tce,6900,184,-204,3.843,0.259,-0.111,2.599,0.523,-0.85,281.97125,43.672771,12.082
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518.45,451.7,-168.14,18,1,q1_q17_dr25_tce,6240,174,-217,4.426,0.062,-0.188,1.079,0.318,-0.127,288.99258,46.67075,15.216
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.94,57.61,-21.47,35.4,1,q1_q17_dr25_tce,6218,174,-261,4.417,0.048,-0.192,1.131,0.334,-0.119,293.66507,40.359531,15.686
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.56,11.85,-3.95,39.5,1,q1_q17_dr25_tce,5510,166,-149,4.572,0.038,-0.152,0.803,0.188,-0.063,282.43918,43.734482,15.481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.99,1.43,-0.47,27.1,2,q1_q17_dr25_tce,5510,166,-149,4.572,0.038,-0.152,0.803,0.188,-0.063,282.43918,43.734482,15.481
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.66,1.55,-1.93,66.5,1,q1_q17_dr25_tce,5393,80,-64,4.132,0.28,-0.12,1.37,0.218,-0.405,290.12857,40.021832,15.402
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.56,102.29,-34.32,36.1,1,q1_q17_dr25_tce,5840,145,-174,4.553,0.036,-0.192,0.849,0.238,-0.079,290.58685,51.69582,15.068
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.99,6.11,-5.63,23.2,1,q1_q17_dr25_tce,4166,83,-83,4.66,0.024,-0.022,0.612,0.027,-0.03,286.58539,46.87093,15.961
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.46,14.22,-9.61,812.6,1,q1_q17_dr25_tce,5422,108,-108,4.484,0.063,-0.077,0.887,0.09,-0.067,295.28723,41.221958,14.991
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.49,55.58,-20.02,18.8,1,q1_q17_dr25_tce,6572,160,-251,4.365,0.065,-0.208,1.238,0.39,-0.139,290.49316,39.785519,15.111
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.62,14.12,-5.14,15.7,1,q1_q17_dr25_tce,5926,160,-178,4.532,0.042,-0.168,0.887,0.216,-0.077,290.24103,39.96801,15.614
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6862.81,5061.29,-3650.54,103.9,1,q1_q17_dr25_tce,6302,170,-170,4.183,0.293,-0.158,1.269,0.317,-0.352,290.73804,39.919651,11.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.36,127.32,-49.13,76.6,1,q1_q17_dr25_tce,5977,187,-229,4.473,0.048,-0.192,1.022,0.278,-0.111,296.57153,50.677849,15.703
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.34,64.86,-78.33,163.4,1,q1_q17_dr25_tce,3752,74,-82,4.747,0.056,-0.024,0.497,0.031,-0.052,287.14313,46.50806,15.692
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.47,17.92,-8.04,108.9,1,q1_q17_dr25_tce,5367,185,-185,4.59,0.032,-0.12,0.773,0.143,-0.066,291.28659,43.404411,15.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.5,19.25,-10.88,165.3,1,q1_q17_dr25_tce,4859,146,-131,4.626,0.027,-0.063,0.702,0.08,-0.049,287.80457,46.23893,15.791
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446.47,0,0,44.8,1,q1_q17_dr25_tce,5780,,,4.438,,,1,,,291.02301,50.262226,17.445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.52,0.47,-0.32,26,1,q1_q17_dr25_tce,5401,107,-107,4.487,0.065,-0.071,0.878,0.088,-0.066,296.6713,43.49839,14.879
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.1,71.37,-35.82,26.2,1,q1_q17_dr25_tce,5229,140,-155,4.643,0.03,-0.084,0.688,0.099,-0.046,294.6499,43.33559,14.083
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.61,68.67,-23.26,23.3,1,q1_q17_dr25_tce,6296,169,-207,4.46,0.052,-0.221,1.006,0.312,-0.111,287.03952,46.640129,14.307
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.58,119.52,-40.47,13.9,2,q1_q17_dr25_tce,6296,169,-207,4.46,0.052,-0.221,1.006,0.312,-0.111,287.03952,46.640129,14.307
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.74,43.23,-30.05,38.4,1,q1_q17_dr25_tce,5948,107,-119,4.384,0.11,-0.11,1.025,0.149,-0.122,286.43365,50.300331,13.029
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.98,321.74,-105.84,1640,1,q1_q17_dr25_tce,6434,153,-230,4.394,0.07,-0.21,1.138,0.389,-0.13,296.04764,43.762138,14.933
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.65,35.21,-10.7,34.3,1,q1_q17_dr25_tce,5767,173,-173,4.538,0.035,-0.196,0.881,0.26,-0.081,297.48257,40.680779,15.401
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.05,18.94,-12.47,36.3,1,q1_q17_dr25_tce,4847,144,-129,4.606,0.02,-0.064,0.761,0.059,-0.043,296.17728,46.99902,14.94
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.19,2.83,-1.71,51.4,1,q1_q17_dr25_tce,5204,174,-158,4.55,0.052,-0.084,0.789,0.103,-0.075,281.61887,46.814201,15.7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.08,11.61,-10.45,52.6,1,q1_q17_dr25_tce,4132,82,-91,4.699,0.025,-0.028,0.564,0.03,-0.03,291.15295,40.887489,14.699
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.27,147.08,-134.72,20.1,1,q1_q17_dr25_tce,5861,105,-117,4.212,0.176,-0.108,1.304,0.195,-0.238,294.17108,40.055168,14.042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361,551.09,-111.49,2.8,,,6194,155,-217,4.415,0.053,-0.302,1.129,0.579,-0.121,294.17108,40.055168,14.042
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.74,14.62,-10.68,40.2,1,q1_q17_dr25_tce,6309,75,-82,4.154,0.132,-0.12,1.614,0.282,-0.254,290.66852,40.39772,14.171
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.69,1.54,-1.48,23.8,1,q1_q17_dr25_tce,4564,134,-134,4.593,0.052,-0.024,0.691,0.044,-0.06,290.10654,40.490662,15.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.91,34.67,-13.74,25,1,q1_q17_dr25_tce,5753,155,-172,4.57,0.038,-0.152,0.815,0.187,-0.075,291.33719,40.558201,15.789
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47,1.01,-1.11,1171.2,1,q1_q17_dr25_tce,6340,204,-227,3.833,0.512,-0.128,2.173,0.472,-1.022,288.25864,43.376465,12.328
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.47,466.85,-189.97,97.2,1,q1_q17_dr25_tce,5482,197,-180,4.502,0.077,-0.143,0.858,0.195,-0.09,296.91724,43.517529,15.465
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.39,69.43,-24.81,215,1,q1_q17_dr25_tce,5812,145,-159,4.551,0.042,-0.168,0.853,0.212,-0.076,286.14938,49.867512,14.245
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,0.07,-0.09,237.1,1,q1_q17_dr25_tce,4810,76,-76,4.536,0.064,-0.016,0.776,0.027,-0.05,284.84988,46.13895,15.962
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1472.38,1188.13,-403.76,78.8,1,q1_q17_dr25_tce,5566,166,-183,4.532,0.046,-0.184,0.886,0.237,-0.079,297.17429,43.479099,15.837
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796.26,506.12,-366.43,36,1,q1_q17_dr25_tce,6495,146,-178,4.128,0.186,-0.124,1.554,0.347,-0.347,292.03149,49.388618,13.45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.18,78.82,-37.05,35.3,1,q1_q17_dr25_tce,5646,101,-113,4.493,0.04,-0.112,0.932,0.127,-0.054,292.58444,49.923161,13.069
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.43,55.53,-37.45,51.3,1,q1_q17_dr25_tce,6109,110,-134,4.247,0.12,-0.12,1.36,0.244,-0.199,288.66156,49.737209,12.841
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.09,155.25,-122.07,30.8,1,q1_q17_dr25_tce,5810,79,-79,4.25,0.156,-0.104,1.259,0.207,-0.207,286.27176,43.59523,13.939
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.74,42.9,-29.27,34.7,1,q1_q17_dr25_tce,6119,110,-135,4.274,0.115,-0.115,1.299,0.225,-0.184,290.09082,39.81699,13.47
